Análisis léxico de: algoritmo2_Isaac_Criollo.rb
==================================================
Línea 1: REQUIRE              require
Línea 1: CADENA_SIMPLE        set
Línea 3: DEF                  def
Línea 3: ID                   procesar_datos
Línea 4: ID                   datos
Línea 4: ASIGNACION           =
Línea 4: ID                   Set
Línea 4: PUNTO                .
Línea 4: NEW                  new
Línea 6: PUTS                 puts
Línea 6: CADENA               Ingrese datos numéricos (separados por espacios):
Línea 7: ID                   entrada
Línea 7: ASIGNACION           =
Línea 7: GETS                 gets
Línea 7: PUNTO                .
Línea 7: SPLIT                split
Línea 9: ID                   entrada
Línea 9: PUNTO                .
Línea 9: EACH                 each
Línea 9: DO                   do
Línea 9: PIPE                 |
Línea 9: ID                   dato
Línea 9: PIPE                 |
Línea 10: IF                   if
Línea 10: ID                   dato
Línea 10: PUNTO                .
